date,areaName,newCasesByPublishDate,cumCasesByPublishDate,newDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDateRate,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDateRate
2021-02-06,North East,750,,35,5372.0,201.2,26.0,5457.0,204.4
2021-02-07,North East,668,,14,5386.0,201.7,30.0,5487.0,205.5
2021-02-08,North East,577,,7,5393.0,202.0,32.0,5519.0,206.7
2021-02-09,North East,709,,56,5449.0,204.1,20.0,5539.0,207.5
2021-02-10,North East,586,,39,5488.0,205.5,22.0,5561.0,208.3
2021-02-11,North East,747,,31,5519.0,206.7,15.0,5576.0,208.8
2021-02-12,North East,748,,24,5543.0,207.6,18.0,5594.0,209.5
2021-02-13,North East,623,,18,5561.0,208.3,15.0,5609.0,210.1
2021-02-14,North East,497,,5,5566.0,208.5,24.0,5633.0,211.0
2021-02-15,North East,521,,0,5562.0,208.3,27.0,5660.0,212.0
2021-02-16,North East,546,,56,5618.0,210.4,10.0,5670.0,212.4
2021-02-17,North East,782,,32,5650.0,211.6,16.0,5686.0,213.0
2021-02-18,North East,563,,18,5668.0,212.3,13.0,5699.0,213.5
2021-02-19,North East,618,,21,5689.0,213.1,15.0,5714.0,214.0
2021-02-20,North East,517,,16,5705.0,213.7,6.0,5720.0,214.2
2021-02-21,North East,297,,8,5713.0,214.0,0.0,5720.0,214.2
2021-02-22,North East,570,179420.0,7,5720.0,214.2,,,
2020-01-03,London,0,,0,,,,,
2020-01-04,London,0,,0,,,,,
2020-01-05,London,0,,0,,,,,
2020-01-06,London,0,,0,,,,,
2020-01-07,London,0,,0,,,,,
2020-01-08,London,0,,0,,,,,
2020-01-09,London,0,,0,,,,,
2020-01-10,London,0,,0,,,,,
2020-01-11,London,0,,0,,,,,
2020-01-12,London,0,,0,,,,,
2020-01-13,London,0,,0,,,,,
2020-01-14,London,0,,0,,,,,
2020-01-15,London,0,,0,,,,,
2020-01-16,London,0,,0,,,,,
2020-01-17,London,0,,0,,,,,
2020-01-18,London,0,,0,,,,,
2020-01-19,London,0,,0,,,,,
2020-01-20,London,0,,0,,,,,
2020-01-21,London,0,,0,,,,,
2020-01-22,London,0,,0,,,,,
2020-01-23,London,0,,0,,,,,
2020-01-24,London,0,,0,,,,,
2020-01-25,London,0,,0,,,,,
2020-01-26,London,0,,0,,,,,
2020-01-27,London,0,,0,,,,,
2020-01-28,London,0,,0,,,,,
2020-01-29,London,0,,0,,,,,
2020-01-30,London,0,,0,,,,,
2020-01-31,London,0,,0,,,,,
2020-02-01,London,0,,0,,,,,
2020-02-02,London,0,,0,,,,,
2020-02-03,London,0,,0,,,,,
2020-02-04,London,0,,0,,,,,
2020-02-05,London,0,,0,,,,,
2020-02-06,London,0,,0,,,,,
2020-02-07,London,0,,0,,,,,
2020-02-08,London,0,,0,,,,,
2020-02-09,London,0,,0,,,,,
2020-02-10,London,0,,0,,,,,
2020-02-11,London,0,,0,,,,,
2020-02-12,London,0,,0,,,,,
2020-02-13,London,0,,0,,,,,
2020-02-14,London,0,,0,,,,,
2020-02-15,London,0,,0,,,,,
2020-02-16,London,0,,0,,,,,
2020-02-17,London,0,,0,,,,,
2020-02-18,London,0,,0,,,,,
2020-02-19,London,0,,0,,,,,
2020-02-20,London,0,,0,,,,,
2020-02-21,London,0,,0,,,,,
2020-02-22,London,0,,0,,,,,
2020-02-23,London,0,,0,,,,,
2020-02-24,London,0,,0,,,,,
2020-02-25,London,0,,0,,,,,
2020-02-26,London,0,,0,,,,,
2020-02-27,London,0,,0,,,,,
2020-02-28,London,0,,0,,,,,
2020-02-29,London,0,,0,,,,,
2020-03-01,London,0,,0,,,,,
2020-03-02,London,0,,0,,,,,
2020-03-03,London,0,,0,,,,,
2020-03-04,London,0,,0,,,,,
2020-03-05,London,0,,0,,,,,
2020-03-06,London,0,,0,,,,,
2020-03-07,London,0,,0,,,,,
2020-03-08,London,0,,0,,,,,
2020-03-09,London,0,,0,,,2.0,2.0,0.0
2020-03-10,London,0,,0,,,1.0,3.0,0.0
2020-03-11,London,0,,0,,,4.0,7.0,0.1
2020-03-12,London,0,,0,,,6.0,13.0,0.1
2020-03-13,London,0,,0,,,6.0,19.0,0.2
2020-03-14,London,0,,0,,,11.0,30.0,0.3
2020-03-15,London,0,,0,,,9.0,39.0,0.4
2020-03-16,London,0,,0,,,15.0,54.0,0.6
2020-03-17,London,0,,0,,,23.0,77.0,0.9
2020-03-18,London,0,,0,,,26.0,103.0,1.1
2020-03-19,London,0,,0,,,25.0,128.0,1.4
2020-03-20,London,0,,0,,,45.0,173.0,1.9
2020-03-21,London,0,,0,,,46.0,219.0,2.4
2020-03-22,London,0,,0,,,53.0,272.0,3.0
2020-03-23,London,0,,0,,,56.0,328.0,3.7
2020-03-24,London,0,,0,,,88.0,416.0,4.6
2020-03-25,London,0,,0,,,116.0,532.0,5.9
2020-03-26,London,0,,0,,,123.0,655.0,7.3
2020-03-27,London,0,,0,,,126.0,781.0,8.7
2020-03-28,London,0,,0,,,120.0,901.0,10.1
2020-03-29,London,0,,0,,,141.0,1042.0,11.6
2020-03-30,London,0,,0,,,152.0,1194.0,13.3
2020-03-31,London,0,,0,,,178.0,1372.0,15.3
2020-04-01,London,0,,0,,,189.0,1561.0,17.4
2020-04-02,London,0,,0,,,195.0,1756.0,19.6
2020-04-03,London,0,,0,,,190.0,1946.0,21.7
2020-04-04,London,0,,0,,,225.0,2171.0,24.2
2020-04-05,London,0,,0,,,196.0,2367.0,26.4
2020-04-06,London,0,,0,,,195.0,2562.0,28.6
2020-04-07,London,0,,0,,,222.0,2784.0,31.1
2020-04-08,London,0,,0,,,232.0,3016.0,33.7
2020-04-09,London,0,,0,,,198.0,3214.0,35.9
2020-04-10,London,0,,0,,,174.0,3388.0,37.8
2020-04-11,London,0,,0,,,165.0,3553.0,39.6
2020-04-12,London,0,,0,,,169.0,3722.0,41.5
2020-04-13,London,0,,0,,,170.0,3892.0,43.4
2020-04-14,London,0,,0,,,144.0,4036.0,45.0
2020-04-15,London,0,,0,,,146.0,4182.0,46.7
2020-04-16,London,0,,0,,,140.0,4322.0,48.2
2020-04-17,London,704,,0,,,109.0,4431.0,49.4
2020-04-18,London,689,,0,,,116.0,4547.0,50.7
2020-04-19,London,453,,0,,,115.0,4662.0,52.0
2020-04-20,London,297,,0,,,97.0,4759.0,53.1
2020-04-21,London,418,,0,,,103.0,4862.0,54.3
2020-04-22,London,280,,0,,,111.0,4973.0,55.5
2020-04-23,London,415,,0,,,76.0,5049.0,56.3
2020-04-24,London,296,,0,,,74.0,5123.0,57.2
2020-04-25,London,278,,0,,,60.0,5183.0,57.8
2020-04-26,London,267,,0,,,64.0,5247.0,58.5
2020-04-27,London,225,,0,,,53.0,5300.0,59.1
2020-04-28,London,146,,0,,,58.0,5358.0,59.8
2020-04-29,London,111,,0,,,52.0,5410.0,60.4
2020-04-30,London,207,,0,,,44.0,5454.0,60.9
2020-05-01,London,180,,0,,,43.0,5497.0,61.3
2020-05-02,London,223,,0,,,53.0,5550.0,61.9
2020-05-03,London,128,,0,,,42.0,5592.0,62.4
2020-05-04,London,160,,0,,,38.0,5630.0,62.8
2020-05-05,London,252,,0,,,33.0,5663.0,63.2
2020-05-06,London,117,,0,,,42.0,5705.0,63.7
2020-05-07,London,142,,0,,,28.0,5733.0,64.0
2020-05-08,London,124,,0,,,29.0,5762.0,64.3
2020-05-09,London,111,,0,,,25.0,5787.0,64.6
2020-05-10,London,95,,0,,,27.0,5814.0,64.9
2020-05-11,London,62,,0,,,23.0,5837.0,65.1
2020-05-12,London,89,,0,,,15.0,5852.0,65.3
2020-05-13,London,44,,0,,,12.0,5864.0,65.4
2020-05-14,London,89,,0,,,18.0,5882.0,65.6
2020-05-15,London,80,,0,,,17.0,5899.0,65.8
2020-05-16,London,166,,0,,,10.0,5909.0,65.9
2020-05-17,London,81,,0,,,15.0,5924.0,66.1
2020-05-18,London,47,,0,,,13.0,5937.0,66.2
2020-05-19,London,42,,0,,,19.0,5956.0,66.5
2020-05-20,London,50,,0,,,16.0,5972.0,66.6
2020-05-21,London,49,,0,,,12.0,5984.0,66.8
2020-05-22,London,55,,0,,,8.0,5992.0,66.9
2020-05-23,London,59,,0,,,6.0,5998.0,66.9
2020-05-24,London,38,,0,,,6.0,6004.0,67.0
2020-05-25,London,38,,0,,,9.0,6013.0,67.1
2020-05-26,London,22,,0,,,10.0,6023.0,67.2
2020-05-27,London,27,,0,,,8.0,6031.0,67.3
2020-05-28,London,16,,0,,,9.0,6040.0,67.4
2020-05-29,London,30,,0,,,5.0,6045.0,67.5
2020-05-30,London,25,,0,,,7.0,6052.0,67.5
2020-05-31,London,30,,0,,,5.0,6057.0,67.6
2020-06-01,London,21,,0,,,6.0,6063.0,67.7
2020-06-02,London,32,,0,,,7.0,6070.0,67.7
2020-06-03,London,21,,0,,,6.0,6076.0,67.8
2020-06-04,London,21,,0,,,6.0,6082.0,67.9
2020-06-05,London,36,,0,,,2.0,6084.0,67.9
2020-06-06,London,25,,0,,,3.0,6087.0,67.9
2020-06-07,London,15,,0,,,5.0,6092.0,68.0
2020-06-08,London,0,,0,,,8.0,6100.0,68.1
2020-06-09,London,55,,0,,,2.0,6102.0,68.1
2020-06-10,London,15,,0,,,5.0,6107.0,68.1
2020-06-11,London,31,,0,,,5.0,6112.0,68.2
2020-06-12,London,21,,0,,,5.0,6117.0,68.3
2020-06-13,London,36,,0,,,1.0,6118.0,68.3
2020-06-14,London,25,,0,,,2.0,6120.0,68.3
2020-06-15,London,8,,0,,,2.0,6122.0,68.3
2020-06-16,London,15,,0,,,1.0,6123.0,68.3
2020-06-17,London,9,,0,,,1.0,6124.0,68.3
2020-06-18,London,17,,0,,,0.0,6124.0,68.3
2020-06-19,London,16,,0,,,2.0,6126.0,68.4
2020-06-20,London,29,,0,,,2.0,6128.0,68.4
2020-06-21,London,18,,0,,,2.0,6130.0,68.4
2020-06-22,London,21,,0,,,3.0,6133.0,68.4
2020-06-23,London,18,,0,,,0.0,6133.0,68.4
2020-06-24,London,10,,0,,,4.0,6137.0,68.5
2020-06-25,London,47,,0,,,1.0,6138.0,68.5
2020-06-26,London,52,,0,,,0.0,6138.0,68.5
2020-06-27,London,46,,0,,,0.0,6138.0,68.5
2020-06-28,London,14,,0,,,1.0,6139.0,68.5
2020-06-29,London,9,,0,,,1.0,6140.0,68.5
2020-06-30,London,19,,0,,,1.0,6141.0,68.5
2020-07-01,London,6025,,0,,,1.0,6142.0,68.5
2020-07-02,London,34,,0,,,2.0,6144.0,68.6
2020-07-03,London,9,,0,,,1.0,6145.0,68.6
2020-07-04,London,38,,0,,,1.0,6146.0,68.6
2020-07-05,London,37,,0,,,3.0,6149.0,68.6
2020-07-06,London,23,,0,,,2.0,6151.0,68.6
2020-07-07,London,37,,0,,,1.0,6152.0,68.6
2020-07-08,London,44,,0,,,3.0,6155.0,68.7
2020-07-09,London,68,,0,,,2.0,6157.0,68.7
2020-07-10,London,31,,0,,,0.0,6157.0,68.7
2020-07-11,London,91,,0,,,3.0,6160.0,68.7
2020-07-12,London,45,,0,,,1.0,6161.0,68.7
2020-07-13,London,29,,0,,,1.0,6162.0,68.8
2020-07-14,London,42,,0,,,0.0,6162.0,68.8
2020-07-15,London,50,,0,,,1.0,6163.0,68.8
2020-07-16,London,68,,0,,,0.0,6163.0,68.8
2020-07-17,London,56,,0,,,2.0,6165.0,68.8
2020-07-18,London,109,,0,,,0.0,6165.0,68.8
2020-07-19,London,51,,0,,,0.0,6165.0,68.8
2020-07-20,London,47,,0,,,0.0,6165.0,68.8
2020-07-21,London,44,,0,,,0.0,6165.0,68.8
2020-07-22,London,47,,0,,,0.0,6165.0,68.8
2020-07-23,London,96,,0,,,2.0,6167.0,68.8
2020-07-24,London,73,,0,,,0.0,6167.0,68.8
2020-07-25,London,66,,0,,,0.0,6167.0,68.8
2020-07-26,London,87,,0,,,0.0,6167.0,68.8
2020-07-27,London,87,,0,,,1.0,6168.0,68.8
2020-07-28,London,61,,0,,,0.0,6168.0,68.8
2020-07-29,London,66,,0,,,0.0,6168.0,68.8
2020-07-30,London,114,,0,,,0.0,6168.0,68.8
2020-07-31,London,91,,0,,,2.0,6170.0,68.8
2020-08-01,London,103,,0,,,2.0,6172.0,68.9
2020-08-02,London,70,,0,,,1.0,6173.0,68.9
2020-08-03,London,97,,0,,,0.0,6173.0,68.9
2020-08-04,London,86,,0,,,0.0,6173.0,68.9
2020-08-05,London,74,,0,,,0.0,6173.0,68.9
2020-08-06,London,105,,0,,,0.0,6173.0,68.9
2020-08-07,London,90,,0,,,0.0,6173.0,68.9
2020-08-08,London,112,,0,,,1.0,6174.0,68.9
2020-08-09,London,117,,0,,,0.0,6174.0,68.9
2020-08-10,London,65,,0,,,0.0,6174.0,68.9
2020-08-11,London,90,,0,,,1.0,6175.0,68.9
2020-08-12,London,93,,0,,,0.0,6175.0,68.9
2020-08-13,London,0,,0,,,2.0,6177.0,68.9
2020-08-14,London,300,,0,,,0.0,6177.0,68.9
2020-08-15,London,119,,0,6161.0,68.7,0.0,6177.0,68.9
2020-08-16,London,136,,0,6161.0,68.7,0.0,6177.0,68.9
2020-08-17,London,95,,1,6162.0,68.8,2.0,6179.0,68.9
2020-08-18,London,145,,2,6164.0,68.8,1.0,6180.0,69.0
2020-08-19,London,105,,0,6164.0,68.8,0.0,6180.0,69.0
2020-08-20,London,172,,0,6164.0,68.8,1.0,6181.0,69.0
2020-08-21,London,101,,0,6162.0,68.8,0.0,6181.0,69.0
2020-08-22,London,183,,4,6166.0,68.8,1.0,6182.0,69.0
2020-08-23,London,155,,1,6167.0,68.8,0.0,6182.0,69.0
2020-08-24,London,133,,0,6167.0,68.8,0.0,6182.0,69.0
2020-08-25,London,206,,2,6169.0,68.8,1.0,6183.0,69.0
2020-08-26,London,155,,1,6170.0,68.8,0.0,6183.0,69.0
2020-08-27,London,210,,1,6171.0,68.9,0.0,6183.0,69.0
2020-08-28,London,166,,0,6171.0,68.9,0.0,6183.0,69.0
2020-08-29,London,143,,0,,,0.0,6183.0,69.0
2020-08-30,London,197,,0,6171.0,68.9,0.0,6183.0,69.0
2020-08-31,London,160,,0,6171.0,68.9,1.0,6184.0,69.0
2020-09-01,London,188,,0,6171.0,68.9,0.0,6184.0,69.0
2020-09-02,London,190,,0,6171.0,68.9,1.0,6185.0,69.0
2020-09-03,London,216,,0,6171.0,68.9,1.0,6186.0,69.0
2020-09-04,London,296,,0,6171.0,68.9,0.0,6186.0,69.0
2020-09-05,London,232,,1,6172.0,68.9,0.0,6186.0,69.0
2020-09-06,London,308,,1,6173.0,68.9,2.0,6188.0,69.0
2020-09-07,London,274,,0,6173.0,68.9,0.0,6188.0,69.0
2020-09-08,London,327,,1,6174.0,68.9,0.0,6188.0,69.0
2020-09-09,London,315,,2,6176.0,68.9,0.0,6188.0,69.0
2020-09-10,London,304,,1,6177.0,68.9,2.0,6190.0,69.1
2020-09-11,London,416,,0,6177.0,68.9,3.0,6193.0,69.1
2020-09-12,London,393,,1,6178.0,68.9,0.0,6193.0,69.1
2020-09-13,London,311,,0,6178.0,68.9,0.0,6193.0,69.1
2020-09-14,London,218,,0,6178.0,68.9,0.0,6193.0,69.1
2020-09-15,London,278,,0,6178.0,68.9,1.0,6194.0,69.1
2020-09-16,London,243,,2,6180.0,69.0,2.0,6196.0,69.1
2020-09-17,London,247,,0,6179.0,68.9,3.0,6199.0,69.2
2020-09-18,London,377,,2,6181.0,69.0,1.0,6200.0,69.2
2020-09-19,London,320,,6,6187.0,69.0,3.0,6203.0,69.2
2020-09-20,London,241,,1,6188.0,69.0,4.0,6207.0,69.3
2020-09-21,London,282,,1,6189.0,69.1,4.0,6211.0,69.3
2020-09-22,London,354,,2,6191.0,69.1,6.0,6217.0,69.4
2020-09-23,London,531,,4,6195.0,69.1,7.0,6224.0,69.4
2020-09-24,London,620,,6,6201.0,69.2,2.0,6226.0,69.5
2020-09-25,London,584,,4,6205.0,69.2,1.0,6227.0,69.5
2020-09-26,London,361,,2,6207.0,69.3,1.0,6228.0,69.5
2020-09-27,London,587,,1,6208.0,69.3,1.0,6229.0,69.5
2020-09-28,London,397,,2,6210.0,69.3,4.0,6233.0,69.5
2020-09-29,London,504,,3,6213.0,69.3,9.0,6242.0,69.6
2020-09-30,London,388,,7,6220.0,69.4,6.0,6248.0,69.7
2020-10-01,London,551,,6,6226.0,69.5,5.0,6253.0,69.8
2020-10-02,London,497,,7,6233.0,69.5,3.0,6256.0,69.8
2020-10-03,London,1070,,3,6236.0,69.6,2.0,6258.0,69.8
2020-10-04,London,1965,,1,6237.0,69.6,2.0,6260.0,69.9
2020-10-05,London,989,,2,6239.0,69.6,9.0,6269.0,70.0
2020-10-06,London,916,,2,6241.0,69.6,5.0,6274.0,70.0
2020-10-07,London,1310,,6,6247.0,69.7,6.0,6280.0,70.1
2020-10-08,London,1252,,7,6254.0,69.8,5.0,6285.0,70.1
2020-10-09,London,1457,,7,6261.0,69.9,7.0,6292.0,70.2
2020-10-10,London,1174,,6,6267.0,69.9,5.0,6297.0,70.3
2020-10-11,London,637,,5,6272.0,70.0,4.0,6301.0,70.3
2020-10-12,London,801,,3,6275.0,70.0,5.0,6306.0,70.4
2020-10-13,London,1441,,4,6279.0,70.1,5.0,6311.0,70.4
2020-10-14,London,1722,,12,6291.0,70.2,4.0,6315.0,70.5
2020-10-15,London,1843,,3,6294.0,70.2,12.0,6327.0,70.6
2020-10-16,London,1394,,4,6298.0,70.3,7.0,6334.0,70.7
2020-10-17,London,1166,,11,6309.0,70.4,4.0,6338.0,70.7
2020-10-18,London,1646,,3,6312.0,70.4,6.0,6344.0,70.8
2020-10-19,London,1945,,3,6315.0,70.5,10.0,6354.0,70.9
2020-10-20,London,1480,,8,6323.0,70.6,7.0,6361.0,71.0
2020-10-21,London,2862,,6,6329.0,70.6,15.0,6376.0,71.1
2020-10-22,London,1646,,8,6337.0,70.7,11.0,6387.0,71.3
2020-10-23,London,1718,,16,6353.0,70.9,6.0,6393.0,71.3
2020-10-24,London,2221,,4,6357.0,70.9,18.0,6411.0,71.5
2020-10-25,London,1791,,7,6364.0,71.0,11.0,6422.0,71.7
2020-10-26,London,1807,,7,6371.0,71.1,12.0,6434.0,71.8
2020-10-27,London,1999,,16,6387.0,71.3,15.0,6449.0,72.0
2020-10-28,London,2477,,17,6404.0,71.5,21.0,6470.0,72.2
2020-10-29,London,1933,,19,6423.0,71.7,12.0,6482.0,72.3
2020-10-30,London,2431,,17,6440.0,71.9,14.0,6496.0,72.5
2020-10-31,London,1568,,14,6454.0,72.0,6.0,6502.0,72.6
2020-11-01,London,2056,,3,6457.0,72.0,16.0,6518.0,72.7
2020-11-02,London,1739,,11,6468.0,72.2,17.0,6535.0,72.9
2020-11-03,London,1575,,16,6484.0,72.4,13.0,6548.0,73.1
2020-11-04,London,2307,,26,6510.0,72.6,16.0,6564.0,73.2
2020-11-05,London,2083,,11,6521.0,72.8,14.0,6578.0,73.4
2020-11-06,London,1948,,13,6534.0,72.9,17.0,6595.0,73.6
2020-11-07,London,2352,,18,6552.0,73.1,23.0,6618.0,73.8
2020-11-08,London,1804,,8,6560.0,73.2,20.0,6638.0,74.1
2020-11-09,London,2088,,10,6570.0,73.3,28.0,6666.0,74.4
2020-11-10,London,1501,,21,6591.0,73.5,15.0,6681.0,74.5
2020-11-11,London,2053,,33,6624.0,73.9,11.0,6692.0,74.7
2020-11-12,London,3929,,27,6651.0,74.2,19.0,6711.0,74.9
2020-11-13,London,2917,,14,6665.0,74.4,14.0,6725.0,75.0
2020-11-14,London,2588,,19,6684.0,74.6,21.0,6746.0,75.3
2020-11-15,London,2643,,9,6693.0,74.7,19.0,6765.0,75.5
2020-11-16,London,674,,8,6701.0,74.8,31.0,6796.0,75.8
2020-11-17,London,2102,,49,6750.0,75.3,29.0,6825.0,76.2
2020-11-18,London,2023,,8,6758.0,75.4,20.0,6845.0,76.4
2020-11-19,London,2540,,30,6788.0,75.7,25.0,6870.0,76.7
2020-11-20,London,1908,,35,6823.0,76.1,26.0,6896.0,76.9
2020-11-21,London,2547,,0,6821.0,76.1,20.0,6916.0,77.2
2020-11-22,London,2979,,26,6847.0,76.4,29.0,6945.0,77.5
2020-11-23,London,2075,,15,6862.0,76.6,18.0,6963.0,77.7
2020-11-24,London,1409,,22,6884.0,76.8,30.0,6993.0,78.0
2020-11-25,London,2503,,42,6926.0,77.3,39.0,7032.0,78.5
2020-11-26,London,2085,,27,6953.0,77.6,28.0,7060.0,78.8
2020-11-27,London,1800,,38,6991.0,78.0,21.0,7081.0,79.0
2020-11-28,London,2260,,30,7021.0,78.3,33.0,7114.0,79.4
2020-11-29,London,1639,,11,7032.0,78.5,48.0,7162.0,79.9
2020-11-30,London,2069,,19,7051.0,78.7,25.0,7187.0,80.2
2020-12-01,London,1964,,35,7086.0,79.1,22.0,7209.0,80.4
2020-12-02,London,2614,,42,7128.0,79.5,28.0,7237.0,80.8
2020-12-03,London,2081,,33,7161.0,79.9,34.0,7271.0,81.1
2020-12-04,London,2823,,32,7193.0,80.3,32.0,7303.0,81.5
2020-12-05,London,2376,,27,7220.0,80.6,28.0,7331.0,81.8
2020-12-06,London,3198,,17,7237.0,80.8,27.0,7358.0,82.1
2020-12-07,London,2460,,18,7255.0,81.0,32.0,7390.0,82.5
2020-12-08,London,2203,,32,7287.0,81.3,34.0,7424.0,82.8
2020-12-09,London,2550,,35,7322.0,81.7,30.0,7454.0,83.2
2020-12-10,London,4144,,40,7362.0,82.1,29.0,7483.0,83.5
2020-12-11,London,4755,,34,7396.0,82.5,27.0,7510.0,83.8
2020-12-12,London,4283,,28,7424.0,82.8,41.0,7551.0,84.3
2020-12-13,London,4166,,10,7434.0,83.0,30.0,7581.0,84.6
2020-12-14,London,5322,,24,7458.0,83.2,36.0,7617.0,85.0
2020-12-15,London,4238,,33,7491.0,83.6,43.0,7660.0,85.5
2020-12-16,London,6777,,45,7536.0,84.1,30.0,7690.0,85.8
2020-12-17,London,5762,,62,7598.0,84.8,62.0,7752.0,86.5
2020-12-18,London,7378,,42,7640.0,85.2,43.0,7795.0,87.0
2020-12-19,London,6931,,42,7682.0,85.7,48.0,7843.0,87.5
2020-12-20,London,11577,,28,7710.0,86.0,51.0,7894.0,88.1
2020-12-21,London,9458,,26,7736.0,86.3,59.0,7953.0,88.7
2020-12-22,London,10201,,48,7784.0,86.9,74.0,8027.0,89.6
2020-12-23,London,9873,,82,7866.0,87.8,66.0,8093.0,90.3
2020-12-24,London,10713,,62,7928.0,88.5,64.0,8157.0,91.0
2020-12-25,London,9790,,63,7991.0,89.2,87.0,8244.0,92.0
2020-12-26,London,8516,,42,8033.0,89.6,92.0,8336.0,93.0
2020-12-27,London,9719,,45,8078.0,90.1,100.0,8436.0,94.1
2020-12-28,London,12341,,49,8127.0,90.7,101.0,8537.0,95.3
2020-12-29,London,14875,,57,8184.0,91.3,111.0,8648.0,96.5
2020-12-30,London,12830,,104,8288.0,92.5,121.0,8769.0,97.8
2020-12-31,London,12404,,122,8410.0,93.8,129.0,8898.0,99.3
2021-01-01,London,15089,,131,8541.0,95.3,131.0,9029.0,100.7
2021-01-02,London,13178,,70,8611.0,96.1,145.0,9174.0,102.4
2021-01-03,London,14212,,81,8692.0,97.0,137.0,9311.0,103.9
2021-01-04,London,11370,,82,8774.0,97.9,158.0,9469.0,105.7
2021-01-05,London,14700,,132,8906.0,99.4,177.0,9646.0,107.6
2021-01-06,London,14892,,193,9099.0,101.5,157.0,9803.0,109.4
2021-01-07,London,10150,,207,9306.0,103.8,180.0,9983.0,111.4
2021-01-08,London,17111,,212,9518.0,106.2,170.0,10153.0,113.3
2021-01-09,London,15299,,171,9689.0,108.1,175.0,10328.0,115.2
2021-01-10,London,13674,,126,9815.0,109.5,186.0,10514.0,117.3
2021-01-11,London,10110,,123,9938.0,110.9,182.0,10696.0,119.3
2021-01-12,London,8559,,184,10122.0,112.9,191.0,10887.0,121.5
2021-01-13,London,10020,,231,10353.0,115.5,194.0,11081.0,123.6
2021-01-14,London,9804,,197,10550.0,117.7,185.0,11266.0,125.7
2021-01-15,London,10977,,196,10746.0,119.9,181.0,11447.0,127.7
2021-01-16,London,8838,,211,10957.0,122.3,197.0,11644.0,129.9
2021-01-17,London,9995,,123,11080.0,123.6,195.0,11839.0,132.1
2021-01-18,London,7051,,129,11209.0,125.1,207.0,12046.0,134.4
2021-01-19,London,6237,,200,11409.0,127.3,200.0,12246.0,136.6
2021-01-20,London,6190,,272,11681.0,130.3,179.0,12425.0,138.6
2021-01-21,London,7735,,201,11882.0,132.6,180.0,12605.0,140.6
2021-01-22,London,7933,,194,12076.0,134.7,159.0,12764.0,142.4
2021-01-23,London,6291,,201,12277.0,137.0,156.0,12920.0,144.2
2021-01-24,London,5720,,101,12378.0,138.1,152.0,13072.0,145.9
2021-01-25,London,3836,,106,12484.0,139.3,149.0,13221.0,147.5
2021-01-26,London,3816,,193,12677.0,141.5,122.0,13343.0,148.9
2021-01-27,London,4076,,228,12905.0,144.0,127.0,13470.0,150.3
2021-01-28,London,4367,,150,13055.0,145.7,122.0,13592.0,151.7
2021-01-29,London,5258,,154,13209.0,147.4,117.0,13709.0,153.0
2021-01-30,London,3541,,148,13357.0,149.0,83.0,13792.0,153.9
2021-01-31,London,3002,,58,13415.0,149.7,97.0,13889.0,155.0
2021-02-01,London,2851,,58,13473.0,150.3,90.0,13979.0,156.0
2021-02-02,London,2765,,138,13611.0,151.9,94.0,14073.0,157.0
2021-02-03,London,2973,,148,13759.0,153.5,108.0,14181.0,158.2
2021-02-04,London,3268,,110,13869.0,154.8,61.0,14242.0,158.9
2021-02-05,London,2671,,125,13994.0,156.1,88.0,14330.0,159.9
2021-02-06,London,2351,,92,14086.0,157.2,76.0,14406.0,160.7
2021-02-07,London,2088,,44,14130.0,157.7,61.0,14467.0,161.4
2021-02-08,London,1770,,47,14177.0,158.2,62.0,14529.0,162.1
2021-02-09,London,1567,,128,14305.0,159.6,50.0,14579.0,162.7
2021-02-10,London,1579,,102,14407.0,160.8,60.0,14639.0,163.3
2021-02-11,London,1588,,75,14482.0,161.6,40.0,14679.0,163.8
2021-02-12,London,1807,,84,14566.0,162.5,37.0,14716.0,164.2
2021-02-13,London,1496,,58,14624.0,163.2,40.0,14756.0,164.7
2021-02-14,London,893,,24,14648.0,163.4,36.0,14792.0,165.1
2021-02-15,London,1064,,16,14664.0,163.6,38.0,14830.0,165.5
2021-02-16,London,1084,,55,14719.0,164.2,34.0,14864.0,165.9
2021-02-17,London,1054,,76,14795.0,165.1,31.0,14895.0,166.2
2021-02-18,London,1391,,41,14836.0,165.5,25.0,14920.0,166.5
2021-02-19,London,1328,,43,14879.0,166.0,23.0,14943.0,166.7
2021-02-20,London,1075,,38,14917.0,166.4,11.0,14954.0,166.9
2021-02-21,London,903,,20,14937.0,166.7,7.0,14961.0,166.9
2021-02-22,London,848,691393.0,24,14961.0,166.9,,,
2020-01-03,East of England,0,,0,,,,,
2020-01-04,East of England,0,,0,,,,,
2020-01-05,East of England,0,,0,,,,,
2020-01-06,East of England,0,,0,,,,,
2020-01-07,East of England,0,,0,,,,,
2020-01-08,East of England,0,,0,,,,,
2020-01-09,East of England,0,,0,,,,,
2020-01-10,East of England,0,,0,,,,,
2020-01-11,East of England,0,,0,,,,,
2020-01-12,East of England,0,,0,,,,,
2020-01-13,East of England,0,,0,,,,,
2020-01-14,East of England,0,,0,,,,,
2020-01-15,East of England,0,,0,,,,,
2020-01-16,East of England,0,,0,,,,,
2020-01-17,East of England,0,,0,,,,,
2020-01-18,East of England,0,,0,,,,,
2020-01-19,East of England,0,,0,,,,,
